Taxonomy	Occupancy	Sample_number	RA	Group	Compartment	Rank	Tax_number
Solibacteraceae	0.032258064516129	62	4.55418118849463e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Solimonadaceae	0.225806451612903	62	0.000861356382544908	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Solirubrobacteraceae	0.0967741935483871	62	6.62743255045488e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Sphingomonadaceae	0.935483870967742	62	0.0113311302803405	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Sporichthyaceae	0.0161290322580645	62	2.16351874688994e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Staphylococcaceae	0.112903225806452	62	0.000665610645126639	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Steroidobacteraceae	0.82258064516129	62	0.00505509503142467	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Streptomycetaceae	0.903225806451613	62	0.00759834847648932	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Streptosporangiaceae	0.209677419354839	62	0.000424245973403866	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Sutterellaceae	0.0161290322580645	62	1.08979947689625e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Thermoanaerobaculaceae	0.0806451612903226	62	6.61701397978669e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Thermomonosporaceae	0.532258064516129	62	0.00329739756885009	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
TRA3-20	0.0483870967741935	62	6.59085406182223e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Unassigned	0.935483870967742	62	0.00545446139788316	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Unknown_Family	0.903225806451613	62	0.00785590369657738	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Xanthobacteraceae	0.951612903225806	62	0.0158558931557878	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
Xanthomonadaceae	0.983870967741935	62	0.046571075224308	arabidopsis_thaliana_rhizoplane	rhizoplane	Family	101
67-14	0.0265486725663717	113	2.38773977580284e-05	lotus_japonicus_root	root	Family	88
A21b	0.0619469026548673	113	4.77121809470071e-05	lotus_japonicus_root	root	Family	88
A4b	0.0442477876106195	113	2.98450147544996e-05	lotus_japonicus_root	root	Family	88
Acidobacteriaceae_(Subgroup_1)	0.0442477876106195	113	3.56998162812926e-05	lotus_japonicus_root	root	Family	88
Acidobacteriae_fa	0.00884955752212389	113	5.97136135096079e-06	lotus_japonicus_root	root	Family	88
Acidothermaceae	0.00884955752212389	113	5.94728328099724e-06	lotus_japonicus_root	root	Family	88
Alcaligenaceae	0.0973451327433628	113	0.00011995936527246	lotus_japonicus_root	root	Family	88
Bacillaceae	0.185840707964602	113	0.000203306095411189	lotus_japonicus_root	root	Family	88
Bacteriovoracaceae	0.265486725663717	113	0.000310613548439742	lotus_japonicus_root	root	Family	88
Bdellovibrionaceae	0.292035398230089	113	0.000603598644955924	lotus_japonicus_root	root	Family	88
Beijerinckiaceae	0.504424778761062	113	0.000651698929011621	lotus_japonicus_root	root	Family	88
BIrii41	0.893805309734513	113	0.00377381919376818	lotus_japonicus_root	root	Family	88
Burkholderiaceae	0.991150442477876	113	0.0174487025380527	lotus_japonicus_root	root	Family	88
Catenulisporaceae	0.0619469026548673	113	5.98368846470765e-05	lotus_japonicus_root	root	Family	88
Caulobacteraceae	1	113	0.0108924284926084	lotus_japonicus_root	root	Family	88
Cellulomonadaceae	0.00884955752212389	113	1.19831516887257e-05	lotus_japonicus_root	root	Family	88
Cellvibrionaceae	0.663716814159292	113	0.0101218807776844	lotus_japonicus_root	root	Family	88
Chitinophagaceae	1	113	0.0342694951404528	lotus_japonicus_root	root	Family	88
Comamonadaceae	1	113	0.25785638819464	lotus_japonicus_root	root	Family	88
Crocinitomicaceae	0.442477876106195	113	0.0005500088138306	lotus_japonicus_root	root	Family	88
Deinococcaceae	0.0176991150442478	113	1.79950352075892e-05	lotus_japonicus_root	root	Family	88
Devosiaceae	0.876106194690266	113	0.00226184325695782	lotus_japonicus_root	root	Family	88
Dongiaceae	0.955752212389381	113	0.0143844186668441	lotus_japonicus_root	root	Family	88
env.OPS_17	0.743362831858407	113	0.00186347668439142	lotus_japonicus_root	root	Family	88
Fibrobacteraceae	0.176991150442478	113	0.000304963467555105	lotus_japonicus_root	root	Family	88
Flavobacteriaceae	0.884955752212389	113	0.0169991108929799	lotus_japonicus_root	root	Family	88
Gaiellaceae	0.0707964601769911	113	7.75479931970535e-05	lotus_japonicus_root	root	Family	88
Gemmatimonadaceae	0.168141592920354	113	0.00017378283359029	lotus_japonicus_root	root	Family	88
Haliangiaceae	1	113	0.0084982076097278	lotus_japonicus_root	root	Family	88
Herpetosiphonaceae	0.0176991150442478	113	0.000101593798898299	lotus_japonicus_root	root	Family	88
Hymenobacteraceae	0.00884955752212389	113	1.20238553289727e-05	lotus_japonicus_root	root	Family	88
Hyphomicrobiaceae	0.601769911504425	113	0.000754100618331636	lotus_japonicus_root	root	Family	88
Hyphomonadaceae	0.115044247787611	113	8.37743314103421e-05	lotus_japonicus_root	root	Family	88
Iamiaceae	0.0176991150442478	113	1.19065812756935e-05	lotus_japonicus_root	root	Family	88
Ilumatobacteraceae	0.115044247787611	113	0.000113962982634002	lotus_japonicus_root	root	Family	88
Intrasporangiaceae	0.132743362831858	113	0.0001077095288627	lotus_japonicus_root	root	Family	88
Kineosporiaceae	0.221238938053097	113	0.000550328857163848	lotus_japonicus_root	root	Family	88
Leptospiraceae	0.415929203539823	113	0.000561657820061438	lotus_japonicus_root	root	Family	88
Methyloligellaceae	0.0619469026548673	113	4.78519674609145e-05	lotus_japonicus_root	root	Family	88
Methylophilaceae	1	113	0.0240078496767033	lotus_japonicus_root	root	Family	88
Microbacteriaceae	0.300884955752212	113	0.000328400685366472	lotus_japonicus_root	root	Family	88
Micrococcaceae	0.194690265486726	113	0.000258017468444611	lotus_japonicus_root	root	Family	88
Micromonosporaceae	0.725663716814159	113	0.00220393095539246	lotus_japonicus_root	root	Family	88
Micropepsaceae	0.0973451327433628	113	7.16015392232363e-05	lotus_japonicus_root	root	Family	88
Microscillaceae	0.964601769911504	113	0.0121287881820598	lotus_japonicus_root	root	Family	88
Microtrichaceae	0.0176991150442478	113	1.19105969751508e-05	lotus_japonicus_root	root	Family	88
Moraxellaceae	0.575221238938053	113	0.00117311555878138	lotus_japonicus_root	root	Family	88
Mycobacteriaceae	0.194690265486726	113	0.000149666984034904	lotus_japonicus_root	root	Family	88
Myxococcaceae	0.0707964601769911	113	4.78370395099712e-05	lotus_japonicus_root	root	Family	88
Nitrosomonadaceae	0.47787610619469	113	0.000573654939847128	lotus_japonicus_root	root	Family	88
Nitrospiraceae	0.0884955752212389	113	6.58820526800096e-05	lotus_japonicus_root	root	Family	88
Nocardiaceae	0.0973451327433628	113	7.20986193823221e-05	lotus_japonicus_root	root	Family	88
Nocardioidaceae	0.646017699115044	113	0.00165735465226636	lotus_japonicus_root	root	Family	88
NS9_marine_group	0.0973451327433628	113	7.79239037491861e-05	lotus_japonicus_root	root	Family	88
Oligoflexales_fa	0.20353982300885	113	0.000609347625321691	lotus_japonicus_root	root	Family	88
Oxalobacteraceae	1	113	0.0949236375546203	lotus_japonicus_root	root	Family	88
Paenibacillaceae	0.230088495575221	113	0.000311105255852233	lotus_japonicus_root	root	Family	88
Pedosphaeraceae	0.132743362831858	113	0.000107341801585087	lotus_japonicus_root	root	Family	88
Phaselicystidaceae	0.0265486725663717	113	1.79431143740044e-05	lotus_japonicus_root	root	Family	88
Phycisphaeraceae	0.0442477876106195	113	4.19949322711025e-05	lotus_japonicus_root	root	Family	88
Planococcaceae	0.00884955752212389	113	5.95128279900733e-06	lotus_japonicus_root	root	Family	88
Polyangiaceae	0.63716814159292	113	0.000760013204391053	lotus_japonicus_root	root	Family	88
Propionibacteriaceae	0.0707964601769911	113	6.68524923016644e-05	lotus_japonicus_root	root	Family	88
Pseudohongiellaceae	0.0176991150442478	113	2.38251772650859e-05	lotus_japonicus_root	root	Family	88
Pseudomonadaceae	0.964601769911504	113	0.0190065592816069	lotus_japonicus_root	root	Family	88
Pseudonocardiaceae	0.327433628318584	113	0.000746672148090143	lotus_japonicus_root	root	Family	88
Reyranellaceae	0.0619469026548673	113	4.82089039705561e-05	lotus_japonicus_root	root	Family	88
Rhizobiaceae	1	113	0.0692910671891427	lotus_japonicus_root	root	Family	88
Rhizobiales_Incertae_Sedis	0.442477876106195	113	0.000436258307438995	lotus_japonicus_root	root	Family	88
Rhodanobacteraceae	0.690265486725664	113	0.00104180890169174	lotus_japonicus_root	root	Family	88
Rhodocyclaceae	0.31858407079646	113	0.000873289006865901	lotus_japonicus_root	root	Family	88
Roseiflexaceae	1	113	0.0248634726082298	lotus_japonicus_root	root	Family	88
Sandaracinaceae	0.646017699115044	113	0.00119523341369133	lotus_japonicus_root	root	Family	88
SC-I-84	0.079646017699115	113	6.5929115981001e-05	lotus_japonicus_root	root	Family	88
Solibacteraceae	0.00884955752212389	113	5.94328913507313e-06	lotus_japonicus_root	root	Family	88
Solimonadaceae	0.0442477876106195	113	2.98980347737142e-05	lotus_japonicus_root	root	Family	88
Sphingomonadaceae	1	113	0.00779156449362457	lotus_japonicus_root	root	Family	88
Sporichthyaceae	0.00884955752212389	113	5.96331369415357e-06	lotus_japonicus_root	root	Family	88
Staphylococcaceae	0.0176991150442478	113	1.8407356807498e-05	lotus_japonicus_root	root	Family	88
Steroidobacteraceae	1	113	0.034378853403969	lotus_japonicus_root	root	Family	88
Streptomycetaceae	1	113	0.0936988150588197	lotus_japonicus_root	root	Family	88
Thermoanaerobaculaceae	0.0265486725663717	113	2.38174812281562e-05	lotus_japonicus_root	root	Family	88
Thermomonosporaceae	0.964601769911504	113	0.00719301316573572	lotus_japonicus_root	root	Family	88
TRA3-20	0.0176991150442478	113	1.79021506514568e-05	lotus_japonicus_root	root	Family	88
Unassigned	0.858407079646018	113	0.00245730735688464	lotus_japonicus_root	root	Family	88
Unknown_Family	1	113	0.00790632769189486	lotus_japonicus_root	root	Family	88
Xanthobacteraceae	0.991150442477876	113	0.0108786094051472	lotus_japonicus_root	root	Family	88
Xanthomonadaceae	0.955752212389381	113	0.00381036374134084	lotus_japonicus_root	root	Family	88
67-14	0.150442477876106	113	0.000115320563800811	lotus_japonicus_rhizosphere	rhizosphere	Family	108
A21b	0.716814159292035	113	0.00106706862020418	lotus_japonicus_rhizosphere	rhizosphere	Family	108
A4b	0.106194690265487	113	7.86429629016452e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Acidobacteriaceae_(Subgroup_1)	0.371681415929204	113	0.000563008422208672	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Acidobacteriae_fa	0.0265486725663717	113	2.41512140568011e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
AKYH767	0.141592920353982	113	0.000132420008904915	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Alcaligenaceae	0.0530973451327434	113	3.59217137966153e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Alicyclobacillaceae	0.0353982300884956	113	2.99491021462706e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
B1-7BS	0.00884955752212389	113	5.95528769994878e-06	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Bacillaceae	0.628318584070796	113	0.00184953534641787	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Bacteriovoracaceae	0.371681415929204	113	0.000377884908585955	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Bdellovibrionaceae	0.36283185840708	113	0.000749736861696945	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Beijerinckiaceae	0.469026548672566	113	0.000579365861337375	lotus_japonicus_rhizosphere	rhizosphere	Family	108
BIrii41	0.831858407079646	113	0.00282087508127506	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Bryobacteraceae	0.132743362831858	113	0.000114389491797129	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Burkholderiaceae	0.867256637168142	113	0.00407535737644216	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Catenulisporaceae	0.176991150442478	113	0.000162617617353925	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Caulobacteraceae	0.982300884955752	113	0.00686943699928047	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Cellulomonadaceae	0.0176991150442478	113	1.21857984163227e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Cellvibrionaceae	0.672566371681416	113	0.0184624627889736	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Chitinophagaceae	1	113	0.00533432546616123	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Chloroflexaceae	0.00884955752212389	113	6.08217011829821e-06	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Clostridiaceae	0.0707964601769911	113	5.98900949996639e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Comamonadaceae	1	113	0.230052564433601	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Crocinitomicaceae	0.15929203539823	113	0.000125885558163931	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Cytophagaceae	0.00884955752212389	113	1.81715760207883e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Deinococcaceae	0.0619469026548673	113	7.26590297863716e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Devosiaceae	0.761061946902655	113	0.00167918981506423	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Dongiaceae	0.955752212389381	113	0.00872324386406479	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Enterobacteriaceae	0.00884955752212389	113	1.19427227019216e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Entotheonellaceae	0.0530973451327434	113	4.83779201046538e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
env.OPS_17	0.84070796460177	113	0.00174419248718834	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Fibrobacteraceae	0.194690265486726	113	0.000223341697155286	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Flavobacteriaceae	0.929203539823009	113	0.013881859490597	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Gaiellaceae	0.389380530973451	113	0.00042922947729686	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Gemmatimonadaceae	0.946902654867257	113	0.00388495712148348	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Geobacteraceae	0.0176991150442478	113	1.1979108823381e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Geodermatophilaceae	0.0265486725663717	113	1.82762179883575e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Glycomycetaceae	0.00884955752212389	113	5.99563517759071e-06	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Gracilibacteraceae	0.00884955752212389	113	6.06965536496838e-06	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Haliangiaceae	0.831858407079646	113	0.00160303240622018	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Herpetosiphonaceae	0.079646017699115	113	8.98811181842131e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Hymenobacteraceae	0.0707964601769911	113	5.46004926557968e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Hyphomicrobiaceae	0.380530973451327	113	0.000319758974428017	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Hyphomonadaceae	0.212389380530973	113	0.000174345432342506	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Ilumatobacteraceae	0.256637168141593	113	0.000211193733992828	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Intrasporangiaceae	0.274336283185841	113	0.000289561501681991	lotus_japonicus_rhizosphere	rhizosphere	Family	108
KF-JG30-B3	0.0176991150442478	113	1.20300535017315e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Kineosporiaceae	0.0530973451327434	113	4.83200316265052e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Latescibacteraceae	0.0353982300884956	113	3.5740377313903e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Leptospiraceae	0.327433628318584	113	0.000264301053399309	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Methyloligellaceae	0.557522123893805	113	0.000555106319468422	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Methylophilaceae	1	113	0.0520922163309605	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Microbacteriaceae	0.539823008849557	113	0.000844074807477835	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Micrococcaceae	0.690265486725664	113	0.00439227804662643	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Micromonosporaceae	0.504424778761062	113	0.000607029834324641	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Micropepsaceae	0.424778761061947	113	0.000568284416543537	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Microscillaceae	0.982300884955752	113	0.00889931020130023	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Moraxellaceae	0.486725663716814	113	0.000637569185569232	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Mycobacteriaceae	0.690265486725664	113	0.00114567746343759	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Myxococcaceae	0.185840707964602	113	0.000151015328432521	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Nakamurellaceae	0.0353982300884956	113	2.41100337229277e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Nitrosomonadaceae	0.867256637168142	113	0.00188661500800559	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Nitrospiraceae	0.884955752212389	113	0.00426218322025985	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Nocardiaceae	0.185840707964602	113	0.000193346464247717	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Nocardioidaceae	0.805309734513274	113	0.00198180598666566	lotus_japonicus_rhizosphere	rhizosphere	Family	108
NS9_marine_group	0.168141592920354	113	0.00013201118954856	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Oligoflexales_fa	0.230088495575221	113	0.000253747918636138	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Oxalobacteraceae	1	113	0.11333914263566	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Paenibacillaceae	0.778761061946903	113	0.00154325440059246	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Pedosphaeraceae	0.893805309734513	113	0.00260692098560923	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Peptostreptococcaceae	0.00884955752212389	113	5.92339860918601e-06	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Phaselicystidaceae	0.0353982300884956	113	2.4121053769203e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Phycisphaeraceae	0.442477876106195	113	0.000596693568634689	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Planococcaceae	0.0530973451327434	113	4.28178267777082e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Polyangiaceae	0.619469026548673	113	0.000897752681798374	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Propionibacteriaceae	0.230088495575221	113	0.000198823918501908	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Pseudohongiellaceae	0.079646017699115	113	6.00737036477579e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Pseudomonadaceae	0.982300884955752	113	0.0154771488561426	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Pseudonocardiaceae	0.415929203539823	113	0.000635186438606956	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Reyranellaceae	0.115044247787611	113	8.45177415891466e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Rhizobiaceae	1	113	0.0669893525641774	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Rhizobiales_Incertae_Sedis	0.778761061946903	113	0.00185334005723682	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Rhodanobacteraceae	0.68141592920354	113	0.00128520561603036	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Rhodobacteraceae	0.00884955752212389	113	6.06965536496838e-06	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Rhodocyclaceae	0.292035398230089	113	0.000498636602743298	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Roseiflexaceae	1	113	0.100505535883266	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Saccharimonadaceae	0.0265486725663717	113	1.80776155074376e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Salisediminibacteriaceae	0.0176991150442478	113	1.20043317197487e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Sandaracinaceae	0.185840707964602	113	0.000156540272889545	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Saprospiraceae	0.0176991150442478	113	1.2037457818247e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
SC-I-84	0.79646017699115	113	0.00148368769251754	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Solibacteraceae	0.309734513274336	113	0.000264541064167389	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Solimonadaceae	0.283185840707965	113	0.000265435894260558	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Solirubrobacteraceae	0.079646017699115	113	5.42910291938201e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Sphingomonadaceae	1	113	0.011990310866115	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Sporichthyaceae	0.00884955752212389	113	6.05719200692943e-06	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Steroidobacteraceae	0.982300884955752	113	0.00411990128846146	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Streptomycetaceae	1	113	0.0165026880513562	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Streptosporangiaceae	0.079646017699115	113	6.61323250872899e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Sutterellaceae	0.00884955752212389	113	6.13274949558135e-06	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Thermoanaerobaculaceae	0.0442477876106195	113	3.01283979340219e-05	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Thermomonosporaceae	0.743362831858407	113	0.00124826298164324	lotus_japonicus_rhizosphere	rhizosphere	Family	108
TRA3-20	0.132743362831858	113	0.000102632673327142	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Unassigned	1	113	0.017627191922104	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Unknown_Family	0.991150442477876	113	0.00385517570925242	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Xanthobacteraceae	1	113	0.00632362468680629	lotus_japonicus_rhizosphere	rhizosphere	Family	108
Xanthomonadaceae	1	113	0.0112767935034149	lotus_japonicus_rhizosphere	rhizosphere	Family	108
