Sample_ID	RA_rep	Original.SampleID	Study	Host.Species	Host.Genotype	Compartment	Soil	Soil.Batch	Run	Conditions	Date	Group
masayoshi_2016_00153	0.779411764705882	natcom.1611.cas10.37	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00154	0.667336010709505	natcom.1611.cas10.38	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00155	0.777852348993289	natcom.1611.cas10.39	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00156	0.822417285617826	natcom.1611.cas10.40	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00157	0.81178834561286	natcom.1611.cas10.41	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00158	0.849498327759197	natcom.1611.cas10.42	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00159	0.63941018766756	natcom.1611.cas10.43	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00160	0.789859906604403	natcom.1611.cas10.44	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00161	0.812834224598931	natcom.1611.cas10.45	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00162	0.804013377926421	natcom.1611.cas10.46	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00163	0.865153538050734	natcom.1611.cas10.47	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00164	0.79957953749124	natcom.1611.cas10.48	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00165	0.826523777628935	natcom.1611.cas10.49	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00166	0.853805073431242	natcom.1611.cas10.50	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00167	0.778595317725753	natcom.1611.cas10.51	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00168	0.814439946018893	natcom.1611.cas10.52	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00169	0.753877275792313	natcom.1611.cas10.53	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00170	0.842953020134228	natcom.1611.cas10.54	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00171	0.574197860962567	natcom.1611.cas10.55	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00172	0.806818181818182	natcom.1611.cas10.56	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00173	0.825853985264568	natcom.1611.cas10.57	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00175	0.824406779661017	natcom.1611.cas10.59	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00176	0.890447561790247	natcom.1611.cas10.60	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_root
masayoshi_2016_00177	0.508075370121131	natcom.1611.cas10.61	masayoshi_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_soil
masayoshi_2016_00178	0.502717391304348	natcom.1611.cas10.62	masayoshi_2016	arabidopsis_thaliana	host_soil	soil	CAS	CAS10	masayoshi_1611_cas10_001	GH	09_2016	arabidopsis_thaliana_CAS_soil
masayoshi_2016_00244	0.880936454849498	2811_1	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00245	0.850836120401338	2811_2	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00246	0.851178451178451	2811_3	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00247	0.836898395721925	2811_4	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00248	0.812794612794613	2811_5	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00249	0.901474530831099	2811_6	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00250	0.879598662207358	2811_7	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00251	0.877005347593583	2811_8	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00252	0.92297387809779	2811_9	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00253	0.903333333333333	2811_10	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00254	0.895123580494322	2811_11	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00255	0.9124916499666	2811_12	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00256	0.879598662207358	2811_13	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00257	0.912433155080214	2811_14	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00258	0.901737967914438	2811_15	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00259	0.925752508361204	2811_16	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00260	0.880697050938338	2811_17	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00261	0.876336898395722	2811_18	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00262	0.913217623497997	2811_19	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00263	0.916499665998664	2811_20	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00264	0.924983255190891	2811_21	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00265	0.913217623497997	2811_22	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00266	0.919839679358717	2811_23	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00267	0.899131596526386	2811_24	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00268	0.875251509054326	2811_25	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00269	0.781694915254237	2811_26	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00270	0.818666666666667	2811_27	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00271	0.914609739826551	2811_28	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00272	0.836021505376344	2811_29	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00273	0.923847695390782	2811_30	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00274	0.899396378269618	2811_31	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00275	0.90660440293529	2811_32	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00276	0.921947965310207	2811_33	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00277	0.891711229946524	2811_34	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00278	0.894030851777331	2811_35	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00279	0.872411489645959	2811_36	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00280	0.58502024291498	2811_37	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00281	0.893333333333333	2811_38	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00282	0.800133689839572	2811_39	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00283	0.875251509054326	2811_40	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00284	0.898599066044029	2811_41	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00285	0.888888888888889	2811_42	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00286	0.910265613783202	2811_43	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00287	0.921017402945114	2811_44	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00288	0.921686746987952	2811_45	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00289	0.914266577361018	2811_46	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00290	0.903204272363151	2811_47	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00291	0.919171676686707	2811_48	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00292	0.905559276624247	2811_49	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00293	0.923179692718771	2811_50	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00294	0.920666666666667	2811_51	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00295	0.885026737967914	2811_52	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00296	0.914495657982632	2811_53	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00297	0.936	2811_54	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00298	0.933609958506224	2811_55	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00299	0.930574098798398	2811_56	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00311	0.68800539083558	2811_68	masayoshi_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00312	0.718918918918919	2811_69	masayoshi_2016	arabidopsis_thaliana	f6h1_1	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00313	0.762457337883959	2811_70	masayoshi_2016	arabidopsis_thaliana	myb72_2	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00314	0.724832214765101	2811_71	masayoshi_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00315	0.779273216689098	2811_72	masayoshi_2016	arabidopsis_thaliana	f6h1_1	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00316	0.750672043010753	2811_73	masayoshi_2016	arabidopsis_thaliana	myb72_2	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00317	0.727028839704896	2811_74	masayoshi_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00318	0.747141896435777	2811_75	masayoshi_2016	arabidopsis_thaliana	f6h1_1	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00319	0.716599190283401	2811_76	masayoshi_2016	arabidopsis_thaliana	myb72_2	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00320	0.702629804450438	2811_77	masayoshi_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00321	0.784037558685446	2811_78	masayoshi_2016	arabidopsis_thaliana	f6h1_1	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00322	0.67887323943662	2811_79	masayoshi_2016	arabidopsis_thaliana	myb72_2	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00323	0.732034922766958	2811_80	masayoshi_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00324	0.783783783783784	2811_81	masayoshi_2016	arabidopsis_thaliana	f6h1_1	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00325	0.742914979757085	2811_82	masayoshi_2016	arabidopsis_thaliana	myb72_2	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00326	0.723975822699799	2811_83	masayoshi_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00327	0.578551912568306	2811_84	masayoshi_2016	arabidopsis_thaliana	f6h1_1	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00328	0.725622057834566	2811_85	masayoshi_2016	arabidopsis_thaliana	myb72_2	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00329	0.791489361702128	2811_86	masayoshi_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00330	0.736418511066398	2811_87	masayoshi_2016	arabidopsis_thaliana	f6h1_1	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00331	0.765771812080537	2811_88	masayoshi_2016	arabidopsis_thaliana	myb72_2	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00332	0.701072386058981	2811_89	masayoshi_2016	arabidopsis_thaliana	col_0	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00333	0.773092369477912	2811_90	masayoshi_2016	arabidopsis_thaliana	f6h1_1	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00334	0.820564516129032	2811_91	masayoshi_2016	arabidopsis_thaliana	myb72_2	rhizosphere	CAS	CAS11b	masayoshi_2016_2811	GH	06_2017	arabidopsis_thaliana_CAS_rhizosphere
masayoshi_2016_00407	0.816161616161616	002_1	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00408	0.820301783264746	002_2	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00409	0.798909338786639	002_3	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00410	0.81160409556314	002_4	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00411	0.790224032586558	002_5	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00412	0.820460704607046	002_6	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00413	0.810497614178596	002_7	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00414	0.755017301038062	002_8	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00415	0.830862533692722	002_9	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00416	0.867567567567568	002_10	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00417	0.758503401360544	002_11	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00418	0.811050477489768	002_12	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00419	0.860716700473293	002_13	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00420	0.845683208701564	002_14	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00421	0.723404255319149	002_15	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00422	0.881958417169685	002_16	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00423	0.878360215053763	002_17	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00424	0.861580013504389	002_18	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00425	0.824489795918367	002_19	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00426	0.822888283378747	002_20	masayoshi_2016	arabidopsis_thaliana	myb72_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00427	0.825762711864407	002_21	masayoshi_2016	arabidopsis_thaliana	cyp79b2b3	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00428	0.894133513149022	002_22	masayoshi_2016	arabidopsis_thaliana	col_0	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00429	0.875507442489851	002_23	masayoshi_2016	arabidopsis_thaliana	f6h1_1	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00430	0.845367847411444	002_24	masayoshi_2016	arabidopsis_thaliana	s8h_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00431	0.802855200543848	002_25	masayoshi_2016	arabidopsis_thaliana	cyp82c4_1	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
masayoshi_2016_00432	0.581521739130435	002_26	masayoshi_2016	arabidopsis_thaliana	pdr9_2	root	CAS	CAS11b	masayoshi_2016_002	GH	05_2017	arabidopsis_thaliana_CAS_root
