Group	Occupancy	Sample_number	RA	Group.1	Compartment	Rank	Tax_number
60	0.790322580645161	62	0.00237611960416129	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
61	0.193548387096774	62	0.000243700481729365	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
62	0.387096774193548	62	0.00103774768090104	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
63	0.467741935483871	62	0.000558345928041208	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
64	0.338709677419355	62	0.000427822928337293	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
65	0.0161290322580645	62	3.27382251516871e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
66	0.467741935483871	62	0.0172360246125692	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
67	0.32258064516129	62	0.000806844234380167	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
69	0.0483870967741935	62	0.000207128574270809	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
7	0.967741935483871	62	0.0286926412297878	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
70	0.0806451612903226	62	0.000163967634450817	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
71	0.0806451612903226	62	0.000252405052631009	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
72	0.0483870967741935	62	4.40910473471792e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
73	0.838709677419355	62	0.00331319497110821	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
74	0.032258064516129	62	0.00014646675792936	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
75	0.919354838709677	62	0.0193998637218008	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
76	0.354838709677419	62	0.001190180851214	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
77	0.0806451612903226	62	8.93028975091266e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
78	0.0483870967741935	62	3.29340067703978e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
79	0.0645161290322581	62	4.38970362450702e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
8	0.032258064516129	62	3.40349893901783e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
81	0.0161290322580645	62	3.30738870637003e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
82	0.612903225806452	62	0.00134021162624398	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
83	0.0161290322580645	62	1.08906362309686e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
84	0.0483870967741935	62	5.4464481905501e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
85	0.306451612903226	62	0.000639866579225775	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
87	0.0483870967741935	62	0.000121083460941282	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
88	0.032258064516129	62	2.18337720382189e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
89	0.0161290322580645	62	1.09646718273722e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
9	0.935483870967742	62	0.0189443588874572	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
90	0.0483870967741935	62	8.80533792939893e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
91	0.032258064516129	62	2.21478698539162e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
94	0.0806451612903226	62	0.000174834067152538	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
95	0.0161290322580645	62	2.20945647370747e-05	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
96	0.370967741935484	62	0.000427534129769638	arabidopsis_thaliana_rhizoplane	rhizoplane	NetCls	118
1	1	113	0.0570312779618072	lotus_japonicus_root	root	NetCls	121
10	0.991150442477876	113	0.0497697805607756	lotus_japonicus_root	root	NetCls	121
101	1	113	0.0278269809067787	lotus_japonicus_root	root	NetCls	121
102	0.194690265486726	113	0.0002684665215178	lotus_japonicus_root	root	NetCls	121
103	0.0176991150442478	113	2.3994751779971e-05	lotus_japonicus_root	root	NetCls	121
104	0.0176991150442478	113	1.19306485034077e-05	lotus_japonicus_root	root	NetCls	121
105	0.0619469026548673	113	0.000107597820648881	lotus_japonicus_root	root	NetCls	121
106	0.0353982300884956	113	5.39714699953772e-05	lotus_japonicus_root	root	NetCls	121
107	0.0176991150442478	113	1.79102754148968e-05	lotus_japonicus_root	root	NetCls	121
108	0.00884955752212389	113	5.97136135096079e-06	lotus_japonicus_root	root	NetCls	121
109	0.0176991150442478	113	1.19918207982598e-05	lotus_japonicus_root	root	NetCls	121
11	1	113	0.0101013724573506	lotus_japonicus_root	root	NetCls	121
110	0.00884955752212389	113	6.01192766448634e-06	lotus_japonicus_root	root	NetCls	121
112	0.00884955752212389	113	6.02830893877649e-06	lotus_japonicus_root	root	NetCls	121
113	0.0619469026548673	113	0.00021079808862923	lotus_japonicus_root	root	NetCls	121
114	0.0353982300884956	113	2.41773994431491e-05	lotus_japonicus_root	root	NetCls	121
116	0.0707964601769911	113	7.15450153259514e-05	lotus_japonicus_root	root	NetCls	121
117	0.0619469026548673	113	4.78682741311755e-05	lotus_japonicus_root	root	NetCls	121
118	0.0176991150442478	113	1.20320348223938e-05	lotus_japonicus_root	root	NetCls	121
119	0.0176991150442478	113	1.19672153644351e-05	lotus_japonicus_root	root	NetCls	121
12	1	113	0.0827307543158696	lotus_japonicus_root	root	NetCls	121
120	0.451327433628319	113	0.000956628193020074	lotus_japonicus_root	root	NetCls	121
121	0.194690265486726	113	0.000161525133494471	lotus_japonicus_root	root	NetCls	121
122	0.0176991150442478	113	1.1935016931246e-05	lotus_japonicus_root	root	NetCls	121
123	0.0442477876106195	113	3.59584161979271e-05	lotus_japonicus_root	root	NetCls	121
125	0.0265486725663717	113	1.78823764191108e-05	lotus_japonicus_root	root	NetCls	121
126	0.0265486725663717	113	1.79913494986166e-05	lotus_japonicus_root	root	NetCls	121
127	0.079646017699115	113	7.7503270113692e-05	lotus_japonicus_root	root	NetCls	121
128	0.0884955752212389	113	8.97576541658145e-05	lotus_japonicus_root	root	NetCls	121
129	0.0176991150442478	113	1.20080934223803e-05	lotus_japonicus_root	root	NetCls	121
13	0.787610619469027	113	0.00361965443731281	lotus_japonicus_root	root	NetCls	121
130	0.0176991150442478	113	1.19427281395201e-05	lotus_japonicus_root	root	NetCls	121
131	0.00884955752212389	113	1.7853848397022e-05	lotus_japonicus_root	root	NetCls	121
132	0.0353982300884956	113	2.4060800684685e-05	lotus_japonicus_root	root	NetCls	121
133	0.123893805309735	113	0.000137773670519529	lotus_japonicus_root	root	NetCls	121
14	0.84070796460177	113	0.00662556939780819	lotus_japonicus_root	root	NetCls	121
15	0.84070796460177	113	0.00174299598902713	lotus_japonicus_root	root	NetCls	121
16	1	113	0.0120234414249144	lotus_japonicus_root	root	NetCls	121
17	0.982300884955752	113	0.0226509041483249	lotus_japonicus_root	root	NetCls	121
18	0.991150442477876	113	0.0528133995930412	lotus_japonicus_root	root	NetCls	121
19	0.327433628318584	113	0.000305070817315365	lotus_japonicus_root	root	NetCls	121
2	1	113	0.119695110146578	lotus_japonicus_root	root	NetCls	121
20	0.964601769911504	113	0.00336429609983413	lotus_japonicus_root	root	NetCls	121
21	0.646017699115044	113	0.00187760938219187	lotus_japonicus_root	root	NetCls	121
22	0.991150442477876	113	0.0071978018593548	lotus_japonicus_root	root	NetCls	121
23	0.557522123893805	113	0.00109970029658337	lotus_japonicus_root	root	NetCls	121
24	0.601769911504425	113	0.00114381809589847	lotus_japonicus_root	root	NetCls	121
25	0.486725663716814	113	0.000712248942458303	lotus_japonicus_root	root	NetCls	121
26	0.327433628318584	113	0.000334718118030294	lotus_japonicus_root	root	NetCls	121
27	0.168141592920354	113	0.000125535826520996	lotus_japonicus_root	root	NetCls	121
28	0.601769911504425	113	0.00116517231081389	lotus_japonicus_root	root	NetCls	121
29	0.84070796460177	113	0.00207992944382144	lotus_japonicus_root	root	NetCls	121
3	0.946902654867257	113	0.0136473936489477	lotus_japonicus_root	root	NetCls	121
30	0.0884955752212389	113	8.36404919482392e-05	lotus_japonicus_root	root	NetCls	121
31	0.920353982300885	113	0.0033521982693079	lotus_japonicus_root	root	NetCls	121
32	0.238938053097345	113	0.000484342907393663	lotus_japonicus_root	root	NetCls	121
33	0.283185840707965	113	0.000299403161152041	lotus_japonicus_root	root	NetCls	121
34	0.0442477876106195	113	0.000125500187082716	lotus_japonicus_root	root	NetCls	121
35	0.734513274336283	113	0.00634411968186594	lotus_japonicus_root	root	NetCls	121
36	0.256637168141593	113	0.000257324869099951	lotus_japonicus_root	root	NetCls	121
37	0.079646017699115	113	0.000125818646157407	lotus_japonicus_root	root	NetCls	121
38	0.00884955752212389	113	5.94328913507313e-06	lotus_japonicus_root	root	NetCls	121
39	1	113	0.0868320048465103	lotus_japonicus_root	root	NetCls	121
4	0.707964601769911	113	0.00249317576787265	lotus_japonicus_root	root	NetCls	121
40	0.0530973451327434	113	0.000120417513707348	lotus_japonicus_root	root	NetCls	121
41	0.734513274336283	113	0.00778670594088802	lotus_japonicus_root	root	NetCls	121
42	0.0353982300884956	113	4.77509915327229e-05	lotus_japonicus_root	root	NetCls	121
43	0.566371681415929	113	0.0124255329673162	lotus_japonicus_root	root	NetCls	121
44	0.0973451327433628	113	7.77463959361375e-05	lotus_japonicus_root	root	NetCls	121
45	0.309734513274336	113	0.000430547964979912	lotus_japonicus_root	root	NetCls	121
46	0.938053097345133	113	0.00427668277230682	lotus_japonicus_root	root	NetCls	121
47	0.920353982300885	113	0.0133387507511694	lotus_japonicus_root	root	NetCls	121
48	0.380530973451327	113	0.000554917255456195	lotus_japonicus_root	root	NetCls	121
49	0.0176991150442478	113	1.19509228775395e-05	lotus_japonicus_root	root	NetCls	121
5	1	113	0.0890391030587938	lotus_japonicus_root	root	NetCls	121
50	0.176991150442478	113	0.000305543547302394	lotus_japonicus_root	root	NetCls	121
51	0.0884955752212389	113	9.5847117802105e-05	lotus_japonicus_root	root	NetCls	121
52	0.0973451327433628	113	7.82211670331637e-05	lotus_japonicus_root	root	NetCls	121
53	0.495575221238938	113	0.00157072177300414	lotus_japonicus_root	root	NetCls	121
54	0.150442477876106	113	0.000107807232927601	lotus_japonicus_root	root	NetCls	121
56	0.672566371681416	113	0.00126784525526557	lotus_japonicus_root	root	NetCls	121
57	0.292035398230089	113	0.000711067232419176	lotus_japonicus_root	root	NetCls	121
58	1	113	0.0123005449620237	lotus_japonicus_root	root	NetCls	121
59	0.592920353982301	113	0.000998734091822423	lotus_japonicus_root	root	NetCls	121
6	1	113	0.0247454412794609	lotus_japonicus_root	root	NetCls	121
60	0.345132743362832	113	0.000400402797613673	lotus_japonicus_root	root	NetCls	121
61	0.371681415929204	113	0.000436879508011191	lotus_japonicus_root	root	NetCls	121
62	0.433628318584071	113	0.00172346791809356	lotus_japonicus_root	root	NetCls	121
63	0.495575221238938	113	0.00144160723787677	lotus_japonicus_root	root	NetCls	121
64	0.265486725663717	113	0.000365191922119032	lotus_japonicus_root	root	NetCls	121
66	0.424778761061947	113	0.00051745635035351	lotus_japonicus_root	root	NetCls	121
67	0.265486725663717	113	0.00028685028844707	lotus_japonicus_root	root	NetCls	121
69	0.0707964601769911	113	0.00013696109228897	lotus_japonicus_root	root	NetCls	121
7	0.902654867256637	113	0.0108174753533558	lotus_japonicus_root	root	NetCls	121
70	0.221238938053097	113	0.000256933513421111	lotus_japonicus_root	root	NetCls	121
71	0.123893805309735	113	0.000113777672637092	lotus_japonicus_root	root	NetCls	121
72	0.0176991150442478	113	3.57406676949855e-05	lotus_japonicus_root	root	NetCls	121
73	0.893805309734513	113	0.00273037476593633	lotus_japonicus_root	root	NetCls	121
74	0.00884955752212389	113	5.97136135096079e-06	lotus_japonicus_root	root	NetCls	121
75	0.805309734513274	113	0.00189474510203172	lotus_japonicus_root	root	NetCls	121
76	0.0442477876106195	113	3.58124589443889e-05	lotus_japonicus_root	root	NetCls	121
77	0.0442477876106195	113	4.16478905848217e-05	lotus_japonicus_root	root	NetCls	121
78	0.0265486725663717	113	1.80036903818437e-05	lotus_japonicus_root	root	NetCls	121
8	0.0884955752212389	113	0.000101475963521736	lotus_japonicus_root	root	NetCls	121
80	0.0442477876106195	113	4.18448569799764e-05	lotus_japonicus_root	root	NetCls	121
81	0.185840707964602	113	0.000226927056213107	lotus_japonicus_root	root	NetCls	121
82	0.513274336283186	113	0.000851404157218551	lotus_japonicus_root	root	NetCls	121
83	0.0176991150442478	113	2.38976396053531e-05	lotus_japonicus_root	root	NetCls	121
84	0.336283185840708	113	0.000841353274388723	lotus_japonicus_root	root	NetCls	121
85	0.194690265486726	113	0.000192174667619259	lotus_japonicus_root	root	NetCls	121
86	0.0530973451327434	113	6.6136060660312e-05	lotus_japonicus_root	root	NetCls	121
87	0.0176991150442478	113	1.19508738390591e-05	lotus_japonicus_root	root	NetCls	121
89	0.106194690265487	113	0.000250752753702883	lotus_japonicus_root	root	NetCls	121
9	1	113	0.030900294094412	lotus_japonicus_root	root	NetCls	121
90	0.0619469026548673	113	0.000167243327088305	lotus_japonicus_root	root	NetCls	121
91	0.0176991150442478	113	1.78618851244656e-05	lotus_japonicus_root	root	NetCls	121
92	0.00884955752212389	113	5.96733480925414e-06	lotus_japonicus_root	root	NetCls	121
93	0.00884955752212389	113	5.98752200414337e-06	lotus_japonicus_root	root	NetCls	121
94	0.168141592920354	113	0.000245554234842544	lotus_japonicus_root	root	NetCls	121
95	0.0619469026548673	113	4.18492639196616e-05	lotus_japonicus_root	root	NetCls	121
96	0.442477876106195	113	0.00133341318699359	lotus_japonicus_root	root	NetCls	121
1	1	113	0.0430669867473592	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
10	1	113	0.100989228344746	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
100	0.00884955752212389	113	6.11579649075597e-06	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
101	0.973451327433628	113	0.0191393968147982	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
102	0.106194690265487	113	0.000172999346444762	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
103	0.0530973451327434	113	4.80306122991384e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
104	0.123893805309735	113	9.06905749693137e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
105	0.0619469026548673	113	4.21249790554737e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
106	0.132743362831858	113	0.000126084853160071	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
107	0.079646017699115	113	6.04345385492233e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
108	0.079646017699115	113	5.41310444315208e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
11	1	113	0.00814096574070973	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
110	0.336283185840708	113	0.00028866001293988	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
112	0.0442477876106195	113	3.63852717983066e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
113	0.106194690265487	113	9.73194714891846e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
114	0.0707964601769911	113	4.84235726029287e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
115	0.115044247787611	113	8.45044907955669e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
116	0.15929203539823	113	0.000144463124580984	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
117	0.36283185840708	113	0.000348430342696132	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
118	0.079646017699115	113	7.91078225667331e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
119	0.0884955752212389	113	6.63210888583586e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
12	1	113	0.0133379579800961	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
120	0.115044247787611	113	7.82065199412872e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
121	0.433628318584071	113	0.000439322973796435	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
122	0.0973451327433628	113	7.87686631373962e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
123	0.176991150442478	113	0.00013864760841504	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
124	0.0619469026548673	113	4.21481070604046e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
125	0.079646017699115	113	6.04988860694389e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
126	0.115044247787611	113	9.07775881106827e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
127	0.079646017699115	113	8.4593748860774e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
128	0.20353982300885	113	0.000156585663200927	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
129	0.0265486725663717	113	1.7914252455626e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
13	0.530973451327434	113	0.00103109867899932	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
130	0.079646017699115	113	6.01733330463149e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
131	0.0442477876106195	113	3.00695950848147e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
132	0.0442477876106195	113	4.82727413253415e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
133	0.212389380530973	113	0.000186609031075819	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
14	0.876106194690266	113	0.00758308097834047	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
15	0.893805309734513	113	0.00391562927389866	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
16	1	113	0.00636543976810776	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
17	1	113	0.0137172205807915	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
18	0.973451327433628	113	0.053420501954156	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
19	0.991150442477876	113	0.00726129739707847	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
2	1	113	0.0920074271807186	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
20	1	113	0.0230789831915634	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
21	0.79646017699115	113	0.0038690816379137	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
22	0.973451327433628	113	0.00394335538050263	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
23	0.884955752212389	113	0.00179713633859409	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
24	0.884955752212389	113	0.00682047693121423	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
25	0.929203539823009	113	0.00378005112828601	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
26	0.938053097345133	113	0.00287749967874626	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
27	0.0530973451327434	113	3.62845476210315e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
28	0.610619469026549	113	0.00120048533865498	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
29	0.991150442477876	113	0.00903161421204583	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
3	1	113	0.0101431958824255	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
30	0.601769911504425	113	0.000633254393466362	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
31	0.964601769911504	113	0.0164004701958471	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
32	0.079646017699115	113	0.000163286132106326	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
33	0.309734513274336	113	0.000416839048220242	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
34	0.106194690265487	113	0.00011389422163065	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
35	0.690265486725664	113	0.00579366185342573	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
36	0.831858407079646	113	0.00180727204689154	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
37	0.0265486725663717	113	1.7998396688e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
38	0.0176991150442478	113	1.18985768350219e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
39	1	113	0.0593448282982844	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
4	0.893805309734513	113	0.00466968856951167	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
40	0.176991150442478	113	0.000243627328872508	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
41	0.769911504424779	113	0.0087591698336965	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
42	0.115044247787611	113	9.00667483475861e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
43	0.539823008849557	113	0.0181150140361351	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
44	0.123893805309735	113	0.000114729464843971	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
45	0.247787610619469	113	0.000252552656773944	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
46	0.849557522123894	113	0.00201051030806958	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
47	0.902654867256637	113	0.00898667587804327	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
48	0.469026548672566	113	0.000530794098634043	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
49	0.132743362831858	113	0.000114466620800527	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
5	0.991150442477876	113	0.0146163605409277	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
50	0.274336283185841	113	0.000400675096689833	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
51	0.415929203539823	113	0.000527362818006725	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
52	0.115044247787611	113	0.000170948355852061	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
53	0.513274336283186	113	0.000719287482391628	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
54	0.0707964601769911	113	4.84375212149734e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
56	0.991150442477876	113	0.0129564536960445	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
57	0.345132743362832	113	0.000563313286789043	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
58	0.991150442477876	113	0.0314027837536818	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
59	0.831858407079646	113	0.00346763139845001	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
6	0.955752212389381	113	0.00623752933732033	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
60	0.769911504424779	113	0.00126148955412569	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
61	0.610619469026549	113	0.000826065277547286	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
62	0.716814159292035	113	0.00414741407861601	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
63	0.424778761061947	113	0.000518824044997939	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
64	0.380530973451327	113	0.000855092090717543	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
66	0.0442477876106195	113	3.58907356183578e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
67	0.672566371681416	113	0.00128821488665167	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
68	0.0530973451327434	113	4.83187763090601e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
69	0.0884955752212389	113	7.7869181531827e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
7	0.619469026548673	113	0.00113664698518819	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
70	0.15929203539823	113	0.000126566591557954	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
71	0.150442477876106	113	0.000114343631011655	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
72	0.0265486725663717	113	2.41272555710057e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
73	0.982300884955752	113	0.0102303155213951	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
74	0.00884955752212389	113	3.71050629858444e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
75	0.946902654867257	113	0.00327283191411605	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
76	0.079646017699115	113	6.64092030992088e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
77	0.230088495575221	113	0.000291167372831906	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
78	0.141592920353982	113	0.000114872903598003	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
79	0.0353982300884956	113	2.42709392935014e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
8	0.292035398230089	113	0.000600138203388753	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
81	0.0619469026548673	113	7.8216281301856e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
82	0.31858407079646	113	0.000410874166072451	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
83	0.0973451327433628	113	8.46637970640013e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
84	0.247787610619469	113	0.000483526990021714	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
85	0.557522123893805	113	0.00073032888638125	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
86	0.0707964601769911	113	0.000157785409287362	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
87	0.00884955752212389	113	6.06965536496838e-06	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
88	0.0442477876106195	113	3.01114671871253e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
89	0.0353982300884956	113	4.7715217313159e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
9	1	113	0.100037678087306	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
90	0.150442477876106	113	0.000223907690195292	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
91	0.0884955752212389	113	6.65236802430696e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
92	0.00884955752212389	113	2.42287680277177e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
93	0.079646017699115	113	9.01783557997244e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
94	0.106194690265487	113	0.000150812887403199	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
95	0.327433628318584	113	0.000386854580097511	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
96	0.495575221238938	113	0.000523243192202886	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
97	0.0176991150442478	113	1.21310816166741e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
98	0.0353982300884956	113	3.01804893254626e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
99	0.0353982300884956	113	3.01335440368338e-05	lotus_japonicus_rhizosphere	rhizosphere	NetCls	128
